,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
518768,oa_package/1e/51/PMC3461454.tar.gz,J Cardiovasc Magn Reson. 2012 Jun 15; 14(1):37,PMC3461454,2012-10-01 20:21:08,22704222.0,CC BY
518769,oa_package/3d/cd/PMC3461455.tar.gz,BMC Musculoskelet Disord. 2012 Jun 15; 13:101,PMC3461455,2013-01-16 11:20:44,22703548.0,CC BY
518772,oa_package/c6/38/PMC3461458.tar.gz,BMC Public Health. 2012 Jun 7; 12:417,PMC3461458,2013-03-28 10:48:25,22676272.0,CC BY
518774,oa_package/d4/af/PMC3461460.tar.gz,BMC Med Ethics. 2012 Apr 20; 13:7,PMC3461460,2013-03-28 10:48:25,22520744.0,CC BY
518775,oa_package/38/ba/PMC3461461.tar.gz,BMC Public Health. 2012 Jul 20; 12:531,PMC3461461,2013-01-16 11:20:44,22818046.0,CC BY
518776,oa_package/b7/c5/PMC3461462.tar.gz,BMC Pulm Med. 2012 Jun 29; 12:32,PMC3461462,2013-01-16 11:20:44,22748064.0,CC BY
518777,oa_package/ac/92/PMC3461463.tar.gz,Cardiovasc Diabetol. 2012 Jun 13; 11:65,PMC3461463,2013-01-16 11:20:44,22694757.0,CC BY
518779,oa_package/50/d5/PMC3461465.tar.gz,BMC Public Health. 2012 Aug 3; 12:603,PMC3461465,2013-01-16 11:20:44,22863107.0,CC BY
518780,oa_package/f3/f8/PMC3461466.tar.gz,Cardiovasc Diabetol. 2012 Jun 13; 11:67,PMC3461466,2013-03-29 10:24:52,22694800.0,CC BY
518783,oa_package/09/6c/PMC3461469.tar.gz,BMC Res Notes. 2012 Jul 19; 5:360,PMC3461469,2013-01-16 11:20:44,22813356.0,CC BY
518784,oa_package/e0/f0/PMC3461470.tar.gz,BMC Med Inform Decis Mak. 2012 Jul 16; 12:71,PMC3461470,2013-03-28 10:48:25,22800506.0,CC BY
518785,oa_package/74/b2/PMC3461471.tar.gz,J Cardiovasc Magn Reson. 2012 Jun 21; 14(1):43,PMC3461471,2014-03-30 15:47:31,22721175.0,CC BY
518786,oa_package/6b/44/PMC3461472.tar.gz,BMC Public Health. 2012 Jul 27; 12:562,PMC3461472,2013-03-28 10:48:25,22839101.0,CC BY
518787,oa_package/25/ec/PMC3461473.tar.gz,BMC Res Notes. 2012 Aug 7; 5:418,PMC3461473,2014-12-18 10:39:27,22871021.0,CC BY
518788,oa_package/db/3f/PMC3461474.tar.gz,Cardiovasc Diabetol. 2012 Jul 18; 11:85,PMC3461474,2013-01-16 14:04:48,22809461.0,CC BY
518790,oa_package/c3/31/PMC3461476.tar.gz,Microb Cell Fact. 2012 Aug 9; 11:105,PMC3461476,2013-01-16 11:20:44,22876915.0,CC BY
518792,oa_package/ee/1e/PMC3461478.tar.gz,BMC Public Health. 2012 Jun 15; 12:437,PMC3461478,2015-12-17 14:15:33,22703525.0,CC BY
518793,oa_package/d9/61/PMC3461479.tar.gz,BMC Med Inform Decis Mak. 2012 Jul 28; 12:77,PMC3461479,2014-02-09 23:43:47,22838382.0,CC BY
518794,oa_package/4c/56/PMC3461480.tar.gz,BMC Med Educ. 2012 Jun 20; 12:43,PMC3461480,2013-01-16 11:20:44,22716903.0,CC BY
518796,oa_package/98/a7/PMC3461482.tar.gz,BMC Public Health. 2012 Jul 23; 12:538,PMC3461482,2013-03-28 10:48:25,22824548.0,CC BY
518798,oa_package/cb/fd/PMC3461484.tar.gz,BMC Res Notes. 2012 Jul 23; 5:367,PMC3461484,2015-12-17 14:15:40,22824207.0,CC BY
518799,oa_package/9a/30/PMC3461485.tar.gz,BMC Med Inform Decis Mak. 2012 May 23; 12:41,PMC3461485,2013-01-16 11:20:44,22621674.0,CC BY
518800,oa_package/35/b0/PMC3461486.tar.gz,Parasit Vectors. 2012 Jun 21; 5:125,PMC3461486,2013-01-16 11:20:44,22720872.0,CC BY
518802,oa_package/87/2d/PMC3461488.tar.gz,BMC Res Notes. 2012 Jul 31; 5:394,PMC3461488,2014-02-09 23:43:50,22846111.0,CC BY
518804,oa_package/86/0d/PMC3461490.tar.gz,BMC Public Health. 2012 Jul 12; 12:519,PMC3461490,2013-01-16 11:20:44,22788252.0,CC BY
518805,oa_package/e7/5e/PMC3461491.tar.gz,BMC Med Inform Decis Mak. 2012 Jul 7; 12:63,PMC3461491,2013-01-16 11:20:44,22769425.0,CC BY
518806,oa_package/1b/64/PMC3461492.tar.gz,Cardiovasc Diabetol. 2012 Jul 18; 11:83,PMC3461492,2013-01-16 11:20:44,22809408.0,CC BY
518807,oa_package/b3/2f/PMC3461493.tar.gz,J Cardiovasc Magn Reson. 2012 Jul 24; 14(1):49,PMC3461493,2013-01-16 11:20:44,22827856.0,CC BY
518841,oa_package/5e/5a/PMC3461586.tar.gz,Br J Ophthalmol. 2012 Oct; 96(10):1350-1351,PMC3461586,2013-01-16 11:20:44,22797320.0,CC BY-NC
518881,oa_package/8e/1a/PMC3461636.tar.gz,J Clin Pathol. 2012 Oct 24; 65(10):940-944,PMC3461636,2012-10-03 20:21:15,22872705.0,CC BY-NC
518882,oa_package/f9/16/PMC3461637.tar.gz,J Clin Pathol. 2012 Oct; 65(10):882-887,PMC3461637,2012-10-03 20:21:15,22813731.0,CC BY-NC
518954,oa_package/b5/c4/PMC3461759.tar.gz,Sex Transm Infect. 2012 Oct 17; 88(6):427-432,PMC3461759,2012-10-03 20:21:15,22510331.0,CC BY-NC
518955,oa_package/60/78/PMC3461760.tar.gz,Sex Transm Infect. 2012 Oct 21; 88(6):436-443,PMC3461760,2012-10-06 22:05:14,22436198.0,CC BY-NC
519014,oa_package/8d/a0/PMC3462068.tar.gz,Chem Biol Drug Des. 2012 Sep; 80(3):358-365,PMC3462068,2013-03-24 07:06:16,22594624.0,CC BY
519015,oa_package/e2/4e/PMC3462102.tar.gz,Health Qual Life Outcomes. 2012 Aug 6; 10:90,PMC3462102,2013-03-28 10:48:44,22866671.0,CC BY
519023,oa_package/ae/a4/PMC3462110.tar.gz,Int J Behav Nutr Phys Act. 2012 May 28; 9:61,PMC3462110,2013-03-28 10:48:44,22640437.0,CC BY
519028,oa_package/9b/08/PMC3462115.tar.gz,BMC Microbiol. 2012 Aug 6; 12:167,PMC3462115,2012-10-01 20:21:08,22863321.0,CC BY
519034,oa_package/7e/49/PMC3462121.tar.gz,BMC Neurol. 2012 May 15; 12:26,PMC3462121,2013-01-16 11:20:44,22587224.0,CC BY
519038,oa_package/ba/6d/PMC3462125.tar.gz,BMC Geriatr. 2012 Jun 25; 12:32,PMC3462125,2014-09-30 21:35:46,22731680.0,CC BY
519041,oa_package/8c/36/PMC3462128.tar.gz,BMC Microbiol. 2012 Aug 8; 12:169,PMC3462128,2013-01-16 14:04:48,22871112.0,CC BY
519044,oa_package/c7/e4/PMC3462131.tar.gz,BMC Public Health. 2012 Jul 12; 12:517,PMC3462131,2012-10-01 20:21:08,22789127.0,CC BY
519048,oa_package/51/5e/PMC3462135.tar.gz,BMC Vet Res. 2012 May 2; 8:50,PMC3462135,2013-01-16 11:20:44,22551079.0,CC BY
519049,oa_package/47/b3/PMC3462136.tar.gz,BMC Infect Dis. 2012 May 15; 12:116,PMC3462136,2012-10-01 20:21:08,22587773.0,CC BY
519053,oa_package/40/01/PMC3462140.tar.gz,BMC Infect Dis. 2012 May 14; 12:113,PMC3462140,2013-03-28 10:48:45,22583480.0,CC BY
519056,oa_package/e9/da/PMC3462143.tar.gz,BMC Infect Dis. 2012 Aug 6; 12:182,PMC3462143,2013-01-16 11:20:44,22867003.0,CC BY
519061,oa_package/1f/b6/PMC3462148.tar.gz,BMC Infect Dis. 2012 Jul 27; 12:165,PMC3462148,2013-03-28 10:48:45,22839693.0,CC BY
519068,oa_package/c1/4b/PMC3462155.tar.gz,BMC Infect Dis. 2012 Jun 12; 12:134,PMC3462155,2013-05-18 17:35:12,22691449.0,CC BY
519123,oa_package/f6/81/PMC3462309.tar.gz,J Nucl Cardiol. 2012 Oct 8; 19(5):901-906,PMC3462309,2012-10-03 20:21:15,22678852.0,NO-CC CODE
519125,oa_package/00/15/PMC3462311.tar.gz,J Nucl Cardiol. 2012 Oct 9; 19(5):907-913,PMC3462311,2012-10-03 20:21:15,22875719.0,NO-CC CODE
519231,oa_package/7b/d4/PMC3462671.tar.gz,Implement Sci. 2012 May 31; 7:50,PMC3462671,2013-03-28 10:48:50,22651257.0,CC BY
519236,oa_package/4d/af/PMC3462676.tar.gz,BMC Pulm Med. 2012 Aug 8; 12:42,PMC3462676,2014-03-30 15:59:11,22873177.0,CC BY
519238,oa_package/c5/5c/PMC3462678.tar.gz,Int J Behav Nutr Phys Act. 2012 Apr 13; 9:42,PMC3462678,2013-01-16 14:04:48,22500882.0,CC BY
519240,oa_package/31/d8/PMC3462680.tar.gz,BMC Musculoskelet Disord. 2012 May 17; 13:73,PMC3462680,2014-10-01 05:56:29,22595023.0,CC BY
519259,oa_package/b5/31/PMC3462699.tar.gz,Health Qual Life Outcomes. 2012 Apr 19; 10:39,PMC3462699,2012-10-02 20:21:03,22515747.0,CC BY
519260,oa_package/1e/70/PMC3462700.tar.gz,BMC Geriatr. 2012 Jun 11; 12:29,PMC3462700,2013-03-28 10:48:50,22686685.0,CC BY
519261,oa_package/53/bf/PMC3462701.tar.gz,BMC Evol Biol. 2012 Jul 12; 12:115,PMC3462701,2014-02-09 23:52:35,22788717.0,CC BY
519265,oa_package/77/e8/PMC3462705.tar.gz,Implement Sci. 2012 May 18; 7:45,PMC3462705,2015-12-17 14:21:57,22607640.0,CC BY
519270,oa_package/2d/ad/PMC3462710.tar.gz,BMC Microbiol. 2012 May 15; 12:74,PMC3462710,2013-01-16 11:20:44,22587634.0,CC BY
519281,oa_package/39/2b/PMC3462721.tar.gz,BMC Cancer. 2012 May 14; 12:176,PMC3462721,2012-10-02 20:21:03,22583667.0,CC BY
519288,oa_package/8b/96/PMC3462728.tar.gz,BMC Biotechnol. 2012 Jul 15; 12:41,PMC3462728,2014-03-30 16:00:04,22794278.0,CC BY
519292,oa_package/61/46/PMC3462732.tar.gz,BMC Mol Biol. 2012 Aug 8; 13:26,PMC3462732,2012-10-02 20:21:03,22873401.0,CC BY
519395,oa_package/22/6d/PMC3462937.tar.gz,J Clin Endocrinol Metab. 2012 Oct 16; 97(10):3734-3743,PMC3462937,2015-05-28 20:19:08,22802090.0,CC BY-NC
519436,oa_package/21/fb/PMC3462996.tar.gz,Leuk Res. 2012 Nov; 36(11):1434-1437,PMC3462996,2016-03-03 09:21:56,22874537.0,CC BY
519439,oa_package/e5/76/PMC3462999.tar.gz,J Control Release. 2012 Sep 10; 162(2):391-399,PMC3462999,2015-08-27 22:07:14,22750193.0,CC BY-NC-ND
519601,oa_package/35/8c/PMC3463306.tar.gz,J Biol Chem. 2012 Sep 21; 287(39):32861-32873,PMC3463306,2016-11-07 09:51:12,22854957.0,CC BY-NC
519602,oa_package/8c/3b/PMC3463316.tar.gz,J Biol Chem. 2012 Sep 21; 287(39):32394-32405,PMC3463316,2016-11-07 09:51:12,22843679.0,CC BY-NC
519603,oa_package/67/be/PMC3463321.tar.gz,J Biol Chem. 2012 Sep 21; 287(39):32747-32754,PMC3463321,2016-11-07 09:51:12,22851178.0,CC BY-NC
519604,oa_package/e7/83/PMC3463326.tar.gz,J Biol Chem. 2012 Sep 21; 287(39):32346-32353,PMC3463326,2016-11-07 09:51:12,22865885.0,CC BY-NC
519605,oa_package/2f/40/PMC3463352.tar.gz,J Biol Chem. 2012 Sep 21; 287(39):32381-32393,PMC3463352,2016-11-07 09:51:12,22843697.0,CC BY-NC
519606,oa_package/b4/02/PMC3463355.tar.gz,J Biol Chem. 2012 Sep 21; 287(39):32430-32439,PMC3463355,2016-11-07 09:51:12,22854955.0,CC BY-NC
519645,oa_package/bb/9c/PMC3463448.tar.gz,BMC Microbiol. 2012 May 17; 12:75,PMC3463448,2012-10-03 20:21:15,22594449.0,CC BY
519655,oa_package/59/43/PMC3463462.tar.gz,Health Qual Life Outcomes. 2012 Jul 28; 10:86,PMC3463462,2012-10-03 20:21:15,22838650.0,CC BY
519679,oa_package/ee/22/PMC3463486.tar.gz,Gut Microbes. 2012 Jul 1; 3(4):277-278,PMC3463486,2013-03-28 10:48:58,22688724.0,CC BY-NC
519680,oa_package/01/2b/PMC3463488.tar.gz,Gut Microbes. 2012 Jul 1; 3(4):289-306,PMC3463488,2013-03-28 10:49:01,22572875.0,CC BY-NC
519681,oa_package/0a/ea/PMC3463497.tar.gz,Gut Microbes. 2012 Jul 1; 3(4):394-397,PMC3463497,2013-01-16 11:20:44,22688726.0,CC BY-NC
519684,oa_package/22/07/PMC3463500.tar.gz,Health Res Policy Syst. 2012 Jun 6; 10:17,PMC3463500,2013-01-16 11:20:44,22672331.0,CC BY
519816,oa_package/66/db/PMC3463793.tar.gz,Environ Monit Assess. 2012 Nov 2; 184(11):6765-6774,PMC3463793,2014-10-27 13:50:49,22131015.0,NO-CC CODE
519824,oa_package/fd/ec/PMC3463801.tar.gz,Environ Monit Assess. 2012 Nov 15; 184(11):6575-6582,PMC3463801,2012-10-04 22:05:32,22083402.0,NO-CC CODE
519827,oa_package/04/c3/PMC3463804.tar.gz,Exp Neurol. 2012 Nov; 238(1):22-28,PMC3463804,2015-09-01 11:33:02,21095248.0,CC BY
519851,oa_package/98/9b/PMC3463842.tar.gz,EMBO J. 2012 Oct 3; 31(19):3833-3844,PMC3463842,2013-01-16 14:04:49,22863777.0,CC BY-NC-ND
519853,oa_package/d9/5f/PMC3463856.tar.gz,Am J Gastroenterol. 2012 Oct 24; 107(10):1554-1562,PMC3463856,2013-01-16 11:20:44,22825365.0,CC BY-NC-ND
519863,oa_package/cd/b8/PMC3463876.tar.gz,J Cereb Blood Flow Metab. 2012 Oct 18; 32(10):1831-1840,PMC3463876,2013-01-16 11:20:44,22805877.0,CC BY-NC-ND
519864,oa_package/f0/f7/PMC3463878.tar.gz,J Cereb Blood Flow Metab. 2012 Oct 1; 32(10):1841-1852,PMC3463878,2013-01-16 11:20:44,22850407.0,CC BY-NC-ND
519865,oa_package/f0/74/PMC3463879.tar.gz,J Cereb Blood Flow Metab. 2012 Oct 18; 32(10):1888-1896,PMC3463879,2013-03-28 10:49:08,22805873.0,CC BY-NC-ND
519866,oa_package/61/da/PMC3463881.tar.gz,J Cereb Blood Flow Metab. 2012 Oct 27; 32(10):1897-1908,PMC3463881,2012-10-04 20:21:15,22739622.0,CC BY-NC-SA
519867,oa_package/55/8a/PMC3463884.tar.gz,J Cereb Blood Flow Metab. 2012 Oct 11; 32(10):1869-1878,PMC3463884,2012-10-04 20:21:15,22781332.0,CC BY-NC-ND
519981,oa_package/87/b0/PMC3464124.tar.gz,BMC Evol Biol. 2012 Jun 12; 12:82,PMC3464124,2013-03-28 10:49:14,22690927.0,CC BY
519985,oa_package/03/a7/PMC3464128.tar.gz,BMC Health Serv Res. 2012 Jun 8; 12:142,PMC3464128,2013-01-16 11:20:44,22682009.0,CC BY
519988,oa_package/d3/f1/PMC3464131.tar.gz,Malar J. 2012 Jul 29; 11:247,PMC3464131,2013-01-16 11:20:44,22839508.0,CC BY
519991,oa_package/3a/9f/PMC3464134.tar.gz,Health Res Policy Syst. 2012 Aug 1; 10:25,PMC3464134,2013-03-28 10:49:14,22849434.0,CC BY
519992,oa_package/fd/5b/PMC3464135.tar.gz,BMC Health Serv Res. 2012 May 11; 12:114,PMC3464135,2013-03-28 10:49:14,22578251.0,CC BY
519993,oa_package/a4/ed/PMC3464136.tar.gz,Int J Behav Nutr Phys Act. 2012 Jun 12; 9:72,PMC3464136,2013-03-28 10:49:14,22691163.0,CC BY
519997,oa_package/12/3d/PMC3464140.tar.gz,BMC Microbiol. 2012 Apr 17; 12:56,PMC3464140,2012-10-04 20:21:15,22510143.0,CC BY
520000,oa_package/72/b7/PMC3464143.tar.gz,BMC Pediatr. 2012 Mar 28; 12:39,PMC3464143,2013-05-18 17:36:55,22455381.0,CC BY
520002,oa_package/67/41/PMC3464145.tar.gz,Malar J. 2012 Jun 10; 11:190,PMC3464145,2013-03-28 10:49:14,22682065.0,CC BY
520003,oa_package/6a/00/PMC3464146.tar.gz,Int J Behav Nutr Phys Act. 2012 Jul 9; 9:84,PMC3464146,2013-01-16 11:20:44,22776399.0,CC BY
520007,oa_package/94/09/PMC3464150.tar.gz,BMC Health Serv Res. 2012 May 2; 12:108,PMC3464150,2013-05-18 17:36:59,22551645.0,CC BY
520008,oa_package/d9/52/PMC3464151.tar.gz,BMC Med Inform Decis Mak. 2012 Aug 6; 12:86,PMC3464151,2012-10-13 04:47:19,22867269.0,CC BY
520011,oa_package/93/5e/PMC3464154.tar.gz,Malar J. 2012 Apr 25; 11:126,PMC3464154,2013-01-16 11:20:44,22533733.0,CC BY
520015,oa_package/c9/65/PMC3464158.tar.gz,BMC Med Ethics. 2012 Apr 20; 13:6,PMC3464158,2014-03-30 16:09:33,22520714.0,CC BY
520016,oa_package/93/b6/PMC3464159.tar.gz,Malar J. 2012 Aug 8; 11:267,PMC3464159,2012-10-04 20:21:15,22873646.0,CC BY
520017,oa_package/89/6c/PMC3464160.tar.gz,BMC Pediatr. 2012 Jun 18; 12:76,PMC3464160,2013-05-18 17:37:11,22709245.0,CC BY
520019,oa_package/66/db/PMC3464162.tar.gz,BMC Health Serv Res. 2012 Jun 10; 12:148,PMC3464162,2014-12-18 10:40:21,22682355.0,CC BY
520024,oa_package/78/1b/PMC3464167.tar.gz,BMC Health Serv Res. 2012 May 4; 12:110,PMC3464167,2012-10-04 20:21:15,22559234.0,CC BY
520028,oa_package/cb/ff/PMC3464171.tar.gz,BMC Pediatr. 2012 Jul 28; 12:110,PMC3464171,2013-01-16 11:20:44,22839573.0,CC BY
520030,oa_package/b8/2e/PMC3464173.tar.gz,Malar J. 2012 May 30; 11:181,PMC3464173,2013-01-16 11:20:44,22646809.0,CC BY
520032,oa_package/de/d2/PMC3464175.tar.gz,BMC Genet. 2012 Jun 27; 13:50,PMC3464175,2014-02-09 23:57:53,22738188.0,CC BY
520034,oa_package/13/04/PMC3464177.tar.gz,BMC Health Serv Res. 2012 Jul 30; 12:226,PMC3464177,2013-01-16 11:20:44,22846162.0,CC BY
520038,oa_package/f0/fb/PMC3464181.tar.gz,BMC Med Inform Decis Mak. 2012 May 28; 12:43,PMC3464181,2013-01-16 11:20:44,22640470.0,CC BY
520039,oa_package/88/99/PMC3464182.tar.gz,BMC Med Inform Decis Mak. 2012 May 23; 12:40,PMC3464182,2014-03-30 16:09:54,22621621.0,CC BY
520196,oa_package/b5/c9/PMC3464356.tar.gz,J Physiol. 2012 Aug 15; 590(16):4045-4060,PMC3464356,2013-03-28 10:49:15,22674723.0,NO-CC CODE
520197,oa_package/e2/8b/PMC3464357.tar.gz,Aliment Pharmacol Ther. 2012 Sep 10; 36(5):437-448,PMC3464357,2012-10-05 22:05:49,22779693.0,CC BY
520205,oa_package/dc/19/PMC3464367.tar.gz,Eur J Clin Invest. 2012 Sep; 42(9):1027-1036,PMC3464367,2013-01-16 11:20:44,22519700.0,CC BY
520228,oa_package/ff/aa/PMC3464391.tar.gz,Ann Hematol. 2012 Nov 3; 91(11):1821-1822,PMC3464391,2012-10-05 22:05:54,22552607.0,NO-CC CODE
520232,oa_package/90/52/PMC3464400.tar.gz,J Physiol. 2012 Aug 15; 590(16):3965-3986,PMC3464400,2013-05-18 17:37:08,22547635.0,NO-CC CODE
520237,oa_package/3e/90/PMC3464426.tar.gz,Trans R Soc Trop Med Hyg. 2012 Sep; 106(9-2):563-566,PMC3464426,2012-11-01 20:21:09,22818757.0,NO-CC CODE
520240,oa_package/4d/32/PMC3464429.tar.gz,Int J Pharm. 2012 Oct 15; 436(1-2):624-630,PMC3464429,2016-03-03 09:24:03,22868232.0,CC BY
520257,oa_package/ae/84/PMC3464463.tar.gz,J Headache Pain. 2012 Aug 27; 13(6):477-485,PMC3464463,2013-03-28 10:49:19,22644215.0,NO-CC CODE
520258,oa_package/67/49/PMC3464464.tar.gz,J Headache Pain. 2012 Aug 26; 13(6):459-467,PMC3464464,2013-03-28 10:49:19,22535148.0,NO-CC CODE
520259,oa_package/6a/2a/PMC3464465.tar.gz,J Headache Pain. 2012 Aug 24; 13(6):497-499,PMC3464465,2012-10-09 20:21:06,22623073.0,NO-CC CODE
520260,oa_package/d3/97/PMC3464466.tar.gz,J Headache Pain. 2012 Aug 24; 13(6):493-495,PMC3464466,2012-10-09 20:21:06,22623072.0,NO-CC CODE
520261,oa_package/fb/b6/PMC3464467.tar.gz,J Headache Pain. 2012 Aug 17; 13(6):487-490,PMC3464467,2012-10-09 20:21:06,22592865.0,NO-CC CODE
520262,oa_package/ca/d2/PMC3464468.tar.gz,J Headache Pain. 2012 Aug 26; 13(6):449-457,PMC3464468,2013-03-28 10:49:19,22733141.0,NO-CC CODE
520263,oa_package/4a/71/PMC3464469.tar.gz,J Headache Pain. 2012 Aug 9; 13(6):491-492,PMC3464469,2012-10-09 20:21:06,22684526.0,NO-CC CODE
520264,oa_package/fc/96/PMC3464470.tar.gz,J Headache Pain. 2012 Aug 9; 13(6):503,PMC3464470,2013-01-16 11:20:44,22684527.0,NO-CC CODE
520265,oa_package/73/e6/PMC3464471.tar.gz,J Headache Pain. 2012 Aug 22; 13(6):435-436,PMC3464471,2012-10-19 20:34:13,22850874.0,NO-CC CODE
520266,oa_package/16/85/PMC3464472.tar.gz,J Headache Pain. 2012 Aug 15; 13(6):469-475,PMC3464472,2013-03-28 10:49:19,22584531.0,NO-CC CODE
520268,oa_package/fa/52/PMC3464474.tar.gz,J Headache Pain. 2012 Aug 27; 13(6):437-447,PMC3464474,2013-03-28 10:49:19,22736100.0,NO-CC CODE
520277,oa_package/b1/9c/PMC3464521.tar.gz,J Biol Chem. 2012 Oct 5; 287(41):34120-34133,PMC3464521,2016-11-07 09:51:12,22869378.0,CC BY-NC
520281,oa_package/a6/6b/PMC3464577.tar.gz,J Biol Chem. 2012 Oct 5; 287(41):34743-34751,PMC3464577,2016-11-07 09:51:12,22854968.0,CC BY-NC
520283,oa_package/b4/f7/PMC3464589.tar.gz,BMC Genomics. 2012 May 31; 13:214,PMC3464589,2013-01-16 11:20:44,22651826.0,CC BY
520285,oa_package/a3/c7/PMC3464591.tar.gz,BMC Microbiol. 2012 Jul 28; 12:155,PMC3464591,2012-10-05 20:21:36,22838634.0,CC BY
520289,oa_package/01/3c/PMC3464595.tar.gz,BMC Genomics. 2012 Aug 3; 13:371,PMC3464595,2013-03-28 10:49:21,22863067.0,CC BY
520290,oa_package/3f/bd/PMC3464596.tar.gz,BMC Neurosci. 2012 Jun 7; 13:60,PMC3464596,2013-01-16 14:04:49,22676259.0,CC BY
520291,oa_package/28/5f/PMC3464597.tar.gz,BMC Genomics. 2012 May 30; 13:211,PMC3464597,2013-03-28 10:49:21,22646846.0,CC BY
520292,oa_package/99/6f/PMC3464598.tar.gz,BMC Genomics. 2012 Apr 24; 13:144,PMC3464598,2013-01-16 11:20:44,22530965.0,CC BY
520293,oa_package/c6/f2/PMC3464599.tar.gz,BMC Med Res Methodol. 2012 Jun 11; 12:74,PMC3464599,2012-11-03 11:56:24,22686586.0,CC BY
520294,oa_package/84/fa/PMC3464600.tar.gz,BMC Genet. 2012 Jun 26; 13:48,PMC3464600,2015-12-17 14:31:05,22734675.0,CC BY
520295,oa_package/d7/a1/PMC3464601.tar.gz,BMC Med Res Methodol. 2012 Aug 1; 12:113,PMC3464601,2014-12-18 10:40:28,22853324.0,CC BY
520297,oa_package/d1/30/PMC3464603.tar.gz,BMC Genomics. 2012 May 10; 13:179,PMC3464603,2013-03-28 10:49:21,22574681.0,CC BY
520298,oa_package/97/c7/PMC3464604.tar.gz,J Biomed Sci. 2012 Jun 20; 19(1):59,PMC3464604,2013-01-16 11:20:44,22715995.0,CC BY
520301,oa_package/a2/2b/PMC3464607.tar.gz,BMC Bioinformatics. 2012 Jul 9; 13:160,PMC3464607,2013-01-16 11:20:44,22776067.0,CC BY
520302,oa_package/be/18/PMC3464608.tar.gz,BMC Microbiol. 2012 Jul 23; 12:146,PMC3464608,2013-01-16 11:20:44,22823982.0,CC BY
520305,oa_package/30/5e/PMC3464611.tar.gz,BMC Microbiol. 2012 Jun 7; 12:99,PMC3464611,2013-03-28 10:49:21,22676653.0,CC BY
520306,oa_package/9b/a7/PMC3464612.tar.gz,BMC Genet. 2012 Jul 2; 13:53,PMC3464612,2013-01-16 11:20:44,22747657.0,CC BY
520307,oa_package/63/7d/PMC3464613.tar.gz,BMC Genomics. 2012 Jun 12; 13:235,PMC3464613,2014-02-09 23:59:16,22691168.0,CC BY
520314,oa_package/2e/e0/PMC3464620.tar.gz,BMC Genomics. 2012 Jul 2; 13:290,PMC3464620,2013-03-28 10:49:22,22747909.0,CC BY
520315,oa_package/93/f4/PMC3464621.tar.gz,BMC Genomics. 2012 Jun 22; 13:273,PMC3464621,2013-01-16 11:20:44,22726314.0,CC BY
520316,oa_package/7c/2f/PMC3464622.tar.gz,BMC Genomics. 2012 Jun 19; 13:257,PMC3464622,2013-01-16 11:20:44,22712610.0,CC BY
520319,oa_package/1d/d7/PMC3464625.tar.gz,BMC Genomics. 2012 Jun 15; 13:241,PMC3464625,2012-10-05 20:21:36,22702538.0,CC BY
520320,oa_package/cc/17/PMC3464626.tar.gz,BMC Genomics. 2012 May 3; 13:162,PMC3464626,2013-03-28 10:49:22,22554235.0,CC BY
520321,oa_package/e7/83/PMC3464627.tar.gz,BMC Mol Biol. 2012 May 6; 13:15,PMC3464627,2014-04-15 18:51:21,22559821.0,CC BY
520322,oa_package/0e/fe/PMC3464628.tar.gz,BMC Med Res Methodol. 2012 Jul 26; 12:107,PMC3464628,2013-01-16 11:20:44,22834855.0,CC BY
520325,oa_package/9a/8f/PMC3464653.tar.gz,BMC Med Res Methodol. 2012 Apr 20; 12:53,PMC3464653,2013-01-16 11:20:44,22520150.0,CC BY
520328,oa_package/ca/46/PMC3464656.tar.gz,BMC Nephrol. 2012 May 4; 13:24,PMC3464656,2015-12-17 14:31:20,22559052.0,CC BY
520330,oa_package/25/b8/PMC3464658.tar.gz,BMC Bioinformatics. 2012 May 8; 13:83,PMC3464658,2013-01-16 11:20:44,22568762.0,CC BY
520332,oa_package/8b/e2/PMC3464660.tar.gz,BMC Genet. 2012 Jul 2; 13:54,PMC3464660,2013-01-16 11:20:44,22747677.0,CC BY
520336,oa_package/fa/d9/PMC3464664.tar.gz,BMC Genet. 2012 Apr 30; 13:33,PMC3464664,2013-01-16 11:20:44,22545758.0,CC BY
520340,oa_package/d7/77/PMC3464668.tar.gz,Malar J. 2012 Jun 18; 11:205,PMC3464668,2013-01-16 14:04:49,22703541.0,CC BY
520341,oa_package/91/6a/PMC3464669.tar.gz,Implement Sci. 2012 Jul 16; 7:66,PMC3464669,2013-01-16 11:20:44,22800379.0,CC BY
520343,oa_package/c9/9e/PMC3464671.tar.gz,BMC Neurol. 2012 Jul 17; 12:56,PMC3464671,2013-01-16 11:20:44,22804803.0,CC BY
520344,oa_package/f1/f0/PMC3464672.tar.gz,Int J Behav Nutr Phys Act. 2012 Apr 30; 9:48,PMC3464672,2013-01-16 11:20:44,22546151.0,CC BY
520350,oa_package/cf/f5/PMC3464678.tar.gz,BMC Public Health. 2012 Apr 20; 12:293,PMC3464678,2013-03-28 10:49:22,22520046.0,CC BY
520357,oa_package/41/68/PMC3464685.tar.gz,BMC Pediatr. 2012 Jun 8; 12:62,PMC3464685,2014-03-30 16:13:54,22681928.0,CC BY
520360,oa_package/b5/5b/PMC3464688.tar.gz,BMC Psychiatry. 2012 Jul 16; 12:81,PMC3464688,2013-01-16 11:20:44,22799879.0,CC BY
